Year,Tune,String,Attitude,Person,Love
2008,broken,我懂了 不說了 愛淡了 夢遠了,depressed,2,1
2008,broken,開心與不開心一一細數著 妳再不捨,depressed,1,0
2008,broken,那些愛過的感覺都太深刻 我都還記得,regret,2,2
2008,broken,妳不等了 說好的 幸福呢,depressed,1,0
2008,broken,我錯了 淚乾了 放手了 後悔了,regret,2,0
2008,broken,只是回憶的音樂盒還旋轉著,depressed,0,0
2008,broken,要怎麼停呢,depressed,0,0
2008,broken,妳的回話凌亂著 在這個時刻,depressed,1,0
2008,broken,我想起噴泉旁的白鴿,neutral,2,0
2008,broken,甜蜜散落了,depressed,0,0
2008,broken,情緒莫名的拉扯,depressed,0,0
2008,broken,我還愛妳呢,regret,3,3
2008,broken,而妳斷斷續續唱著歌 假裝沒事了,depressed,1,0
2008,broken,時間過了 走了 愛情面臨選擇,depressed,0,1
2008,broken,妳冷了 倦了 我哭了,depressed,1,0
2008,broken,離開時的不快樂 妳用卡片手寫著,depressed,1,0
2008,broken,有些愛只給到這 真的痛了,regret,0,1
2008,broken,怎麼了 妳累了 說好的 幸福呢,depressed,1,0
2008,broken,我懂了 不說了 愛淡了 夢遠了,depressed,2,1
2008,broken,開心與不開心一一細數著 妳再不捨,depressed,1,0
2008,broken,那些愛過的感覺都太深刻 我都還記得,regret,2,2
2008,broken,妳不等了 說好的 幸福呢,depressed,1,0
2008,broken,我錯了 淚乾了 放手了 後悔了,regret,2,0
2008,broken,只是回憶的音樂盒還旋轉著,depressed,0,0
2008,broken,要怎麼停呢,depressed,0,0
2008,broken,怎麼了 妳累了 說好的 幸福呢,depressed,1,0
2008,broken,我懂了 不說了 愛淡了 夢遠了我都還記得,depressed,2,1
2008,broken,妳不等了 說好的 幸福呢,depressed,1,0
2008,broken,我錯了 淚乾了 放手了 後悔了,regret,2,0
2008,broken,只是回憶的音樂盒還旋轉著,depressed,0,0
2008,broken,要怎麼停呢,depressed,0,0
2007,broken,雨 不停落下來,depressed,0,0
2007,broken,花 怎麼都不開,depressed,0,0
2007,broken,儘管我細心灌溉 你說不愛就不愛,depressed,3,2
2007,broken,我一個人 欣賞悲哀,depressed,2,0
2007,broken,愛 只剩下無奈,depressed,0,1
2007,broken,我 一直不願再去猜,depressed,2,0
2007,broken,鋼琴上黑鍵之間 永遠都夾著空白 缺了一塊 就不精采,depressed,0,0
2007,broken,緊緊相依的心如何Say goodbye,regret,0,0
2007,broken,你比我清楚還要我說明白,depressed,3,0
2007,broken,愛太深會讓人瘋狂的勇敢,aggressive,0,2
2007,broken,我用背叛自己 完成你的期盼,aggressive,3,0
2007,broken,把手放開不問一句 Say goodbye,regret,0,0
2007,broken,當作最後一次對你的溺愛,depressed,1,1
2007,broken,冷冷清清淡淡今後都不管,stubborn,0,0
2007,broken,只要你能愉快,hurtHope,1,0
2007,broken,心 有一句感慨,depressed,0,0
2007,broken,我 還能夠跟誰對白,depressed,2,0
2007,broken,在你關上門之前 替我再回頭看看 那些片段 還在不在,depressed,3,0
2007,broken,緊緊相依的心如何Say goodbye,regret,0,0
2007,broken,你比我清楚還要我說明白,depressed,3,0
2007,broken,愛太深會讓人瘋狂的勇敢,aggressive,0,2
2007,broken,我用背叛自己 完成你的期盼,aggressive,3,0
2007,broken,把手放開不問一句 Say goodbye,regret,0,0
2007,broken,當作最後一次對你的溺愛,depressed,1,1
2007,broken,冷冷清清淡淡今後都不管,stubborn,0,0
2007,broken,只要你能愉快,hurtHope,1,0
2007,broken,緊緊相依的心如何Say goodbye,regret,0,0
2007,broken,你比我清楚還要我說明白,depressed,3,0
2007,broken,愛太深會讓人瘋狂的勇敢,aggressive,0,2
2007,broken,我用背叛自己 完成你的期盼,aggressive,3,0
2007,broken,把手放開不問一句 Say goodbye,regret,0,0
2007,broken,當作最後一次對你的溺愛,depressed,1,0
2007,broken,冷冷清清淡淡今後都不管,stubborn,0,1
2007,broken,只要你能愉快,hurtHope,1,0
2007,broken,只要你能愉快,hurtHope,1,0
2006,prepared,屋簷如懸崖 風鈴如滄海 我等燕歸來,hope,2,0
2006,prepared,時間被安排 演一場意外 妳悄然走開,depressed,1,0
2006,prepared,故事在城外 濃霧散不開 看不清對白,depressed,0,0
2006,prepared,妳聽不出來 風聲不存在 是我在感慨,depressed,3,0
2006,prepared,夢醒來 是誰在窗台 把結局打開,nervous,0,0
2006,prepared,那薄如蟬翼的未來 經不起誰來拆,depressed,0,0
2006,prepared,我送妳離開 千里之外 妳無聲黑白,aggressive,3,0
2006,prepared,沉默年代 或許不該 太遙遠的相愛,nervous,0,2
2006,prepared,我送妳離開 天涯之外 妳是否還在,aggressive,3,0
2006,prepared,琴聲何來 生死難猜 用一生 去等待,aggressive,0,0
2006,prepared,聞淚聲入林 尋梨花白 只得一行 青苔,neutral,0,0
2006,prepared,天在山之外 雨落花台 我兩鬢斑白,neutral,2,0
2006,prepared,聞淚聲入林 尋梨花白 只得一行 青苔,neutral,0,0
2006,prepared,天在山之外 雨落花台 我等妳來,hope,3,0
2006,prepared,一身琉璃白 透明著塵埃 妳無瑕的愛,aggressive,1,1
2006,prepared,妳從雨中來 詩化了悲哀 我淋濕現在,aggressive,3,0
2006,prepared,芙蓉水面採 船行影猶在 妳卻不回來,depressed,1,0
2006,prepared,被歲月覆蓋 妳說的花開 過去成空白,depressed,1,0
2006,prepared,夢醒來 是誰在窗台 把結局打開,nervous,0,0
2006,prepared,那薄如蟬翼的未來 經不起誰來拆,depressed,0,0
2006,prepared,我送妳離開 千里之外 妳無聲黑白,aggressive,3,0
2006,prepared,沉默年代 或許不該 太遙遠的相愛,nervous,0,2
2006,prepared,我送妳離開 天涯之外 妳是否還在,aggressive,3,0
2006,prepared,琴聲何來 生死難猜 用一生,aggressive,0,0
2006,prepared,我送妳離開 千里之外 妳無聲黑白,aggressive,3,0
2006,prepared,沉默年代 或許不該 太遙遠的相愛,nervous,0,2
2006,prepared,我送妳離開 天涯之外 妳是否還在,aggressive,3,0
2006,prepared,琴聲何來 生死難猜 用一生 去等待,aggressive,0,0
2005,broken,一群嗜血的螞蟻 被腐肉所吸引,regret,0,0
2005,broken,我面無表情 看孤獨的風景,depressed,2,0
2005,broken,失去妳 愛恨開始分明,regret,1,1
2005,broken,失去妳 還有什麼事好關心,regret,1,0
2005,broken,當鴿子不再象徵和平 我終於被提醒 廣場上餵食的是禿鷹,depressed,2,0
2005,broken,我用漂亮的押韻 形容被掠奪一空的愛情,regret,2,1
2005,broken,啊 烏雲開始遮蔽 夜色不乾淨,depressed,0,0
2005,broken,公園裡 葬禮的回音 在漫天飛行,depressed,0,0
2005,broken,送妳的 白色玫瑰 在純黑的環境凋零,depressed,1,0
2005,broken,烏鴉在樹枝上詭異的很安靜,depressed,0,0
2005,broken,靜靜聽 我黑色的大衣 想溫暖妳,aggressive,1,0
2005,broken,日漸冰冷的回憶 走過的 走過的 生命,regret,0,0
2005,broken,啊 四周瀰漫霧氣 我在空曠的墓地,depressed,2,0
2005,broken,老去後還愛妳,aggressive,1,3
2005,broken,為妳彈奏蕭邦的夜曲 紀念我死去的愛情,depressed,3,0
2005,broken,跟夜風一樣的聲音 心碎的很好聽,regret,0,0
2005,broken,手在鍵盤敲很輕 我給的思念很小心,depressed,2,0
2005,broken,妳埋葬的地方叫幽冥,depressed,1,0
2005,broken,為妳彈奏蕭邦的夜曲 紀念我死去的愛情,depressed,3,1
2005,broken,而我為妳隱姓埋名 在月光下彈琴,depressed,3,0
2005,broken,對妳心跳的感應 還是如此溫熱親近,regret,1,0
2005,broken,懷念妳那鮮紅的唇印,regret,1,0
2005,broken,那些斷翅的蜻蜓 散落在這森林,depressed,0,0
2005,broken,而我的眼睛 沒有絲毫同情,depressed,2,0
2005,broken,失去妳 淚水混濁不清,regret,1,0
2005,broken,失去妳 我連笑容都有陰影,regret,1,0
2005,broken,風在長滿青苔的屋頂 嘲笑我的傷心 像一口沒有水的枯井,depressed,2,0
2005,broken,我用淒美的字型 描繪後悔莫及的那愛情,regret,2,1
2005,broken,為妳彈奏蕭邦的夜曲 紀念我死去的愛情,depressed,3,1
2005,broken,跟夜風一樣的聲音 心碎的很好聽,depressed,0,0
2005,broken,手在鍵盤敲很輕 我給的思念很小心,depressed,2,0
2005,broken,妳埋葬的地方叫幽冥,depressed,1,0
2005,broken,為妳彈奏蕭邦的夜曲 紀念我死去的愛情,depressed,3,1
2005,broken,而我為妳隱姓埋名 在月光下彈琴,depressed,3,0
2005,broken,對妳心跳的感應 還是如此溫熱親近,regret,1,0
2005,broken,懷念妳那鮮紅的唇印,regret,1,0
2005,broken,一群嗜血的螞蟻 被腐肉所吸引,regret,0,0
2005,broken,我面無表情 看孤獨的風景,depressed,2,0
2005,broken,失去妳 愛恨開始分明,regret,1,1
2005,broken,失去妳 還有什麼事好關心,regret,1,0
2005,broken,當鴿子不再象徵和平 我終於被提醒 廣場上餵食的是禿鷹,depressed,2,0
2005,broken,我用漂亮的押韻 形容被掠奪一空的愛情,regret,2,1
